código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3]
14162,JOY-32,"Desarmador de precisión con 30 puntas y extensión, Truper",MM00,3,30,175,Set,7.50624E+12,110,0,145,110,175,125,94.83,150.86,Truper,137.07,159,27111700,Llaves inglesas y guías,P253,Desarmadores,0.241,1488.992
14163,JOY-43,Desarmador de precisión con 42 puntas intercambiables,MM00,2,30,255,Set,7.50624E+12,175,0,209,175,255,180.17,150.86,219.83,Truper,197.41,229,27111700,Llaves inglesas y guías,P253,Desarmadores,0.264,1658.16
14178,BAV-80,"Broca HSS 8.0 mm Trugold para metal, Truper Expert",MM00,5,50,83,Pieza,7.50624E+12,53,0,68,53,83,58.62,45.69,71.55,Expert,64.66,75,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.036,48.346
14179,BAV-85,"Broca HSS 8.5 mm Trugold para metal, Truper Expert",MM00,5,50,92,Pieza,7.50624E+12,59,0,76,59,92,65.52,50.86,79.31,Expert,72.41,84,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.04,48.346
14180,CO-508M,"Carda copa 3' alambre ondulado fino, eje M14, Truper",MM00,4,24,109,Pieza,7.50121E+12,69,0,89,69,109,76.72,59.48,93.97,Truper,85.34,99,23131503,Ruedas de esmerilado,P025,Cardas,0.291,1198.716
14182,CO-508,"Carda copa 3' alambre ondulado fino, eje 5/8'-11, Truper",MM00,4,24,117,Pieza,7.50121E+12,75,0,97,75,117,83.62,64.66,100.86,Truper,92.24,107,23131503,Ruedas de esmerilado,P025,Cardas,0.29,1205.433
14184,CT-608M,"Carda copa 3' alambre trenzado fino, eje M14, Truper",MM00,4,24,139,Pieza,7.50121E+12,89,0,115,89,139,99.14,76.72,119.83,Truper,109.48,127,23131503,Ruedas de esmerilado,P025,Cardas,0.3,1225.754
14185,CT-610M,"Carda copa 4' alambre trenzado fino, eje M14, Truper",MM00,4,24,219,Pieza,7.50121E+12,139,0,179,139,219,154.31,119.83,188.79,Truper,171.55,199,23131503,Ruedas de esmerilado,P025,Cardas,0.62,1765.023
14186,CT-608,"Carda copa 3' alambre trenzado fino, eje 5/8'-11, Truper",MM00,4,24,155,Pieza,7.50121E+12,99,0,129,99,155,111.21,85.34,133.62,Truper,119.83,139,23131503,Ruedas de esmerilado,P025,Cardas,0.306,1220.265
14187,CT-610,"Carda copa 4' alambre trenzado fino, eje 5/8'-11, Truper",MM00,4,24,245,Pieza,7.50121E+12,155,0,199,155,245,171.55,133.62,211.21,Truper,188.79,219,23131503,Ruedas de esmerilado,P025,Cardas,0.613,1799.658
14188,CATR-4EMR,"Carda tipo cónico 4' alambre trenzado, multi-rosca, TRUPER",MM00,4,24,149,Pieza,7.50121E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,23131503,Ruedas de esmerilado,P025,Cardas,0.259,1134
14189,CATR-5EMR,"Carda tipo cónico 5' alambre trenzado, multi-rosca, TRUPER",MM00,4,24,169,Pieza,7.50121E+12,109,0,139,109,169,119.83,93.97,145.69,Truper,133.62,155,23131503,Ruedas de esmerilado,P025,Cardas,0.4,1713.408
14190,CATR-4E,"Carda tipo cónico 4' alambre trenzado, eje 5/8'-11, Truper",MM00,4,24,149,Pieza,7.50121E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,23131503,Ruedas de esmerilado,P025,Cardas,0.253,1098.324
14196,DTJ-7D,Juego 6 desarmadores dieléctricos y 1 probador de corriente,MM00,1,12,495,Juego,7.50624E+12,315,0,415,315,495,357.76,271.55,426.72,Truper,383.62,445,27111701,Destornilladores,P253,Desarmadores,0.84,3186.158
14207,BAV-90,"Broca HSS 9.0 mm Trugold para metal, Truper Expert",MM00,5,50,109,Pieza,7.50624E+12,69,0,89,69,109,76.72,59.48,93.97,Expert,85.34,99,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.049,48.51
14213,LEN-2000N,"Lentes de seguridad ajustables grises, Truper Classic",MM00,12,36,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181811,Lentes protectores,P222,Goggles y lentes,0.035,507.495
14214,GOT-X,"Goggles de seguridad profesionales, antiempaño, Expert",MM00,3,36,229,Pieza,7.50121E+12,145,0,189,145,229,162.93,125,197.41,Expert,180.17,209,46181802,Anteojos de seguridad,P222,Goggles y lentes,0.12,3760.275
14221,PF-500,"Protector facial, Truper",MM00,2,8,339,Pieza,7.50121E+12,215,0,279,215,339,240.52,185.34,292.24,Truper,266.38,309,31162800,Ferretería en general,P221,Protectores faciales,0.319,11610
14223,TAC,"Tapón auditivo desechable de espuma con cordón, Truper",MM00,12,96,10.5,Par,7.50121E+12,6,0,8.5,6,10.5,7.33,5.17,9.05,Truper,8.19,9.5,46181900,Protectores auditivos,P722,Protección auditiva,0.005,112.337
14225,TA-3B,Tapón auditivo reutilizable triple barrera con cordón,MM00,12,96,15,Par,7.50121E+12,9,0,12.5,9,15,10.78,7.76,12.93,Truper,12.07,14,46181900,Protectores auditivos,P722,Protección auditiva,0.005,111.518
14236,SUS-CA,"Suspensión para careta PF-500, Truper",MM00,1,16,139,Pieza,7.50121E+12,89,0,115,89,139,99.14,76.72,119.83,Truper,109.48,127,31162800,Ferretería en general,P221,Protectores faciales,0.126,4978.921
14240,GU-241,"Guantes de carnaza, usos generales, G, TRUPER",MM00,6,48,125,Par,7.50121E+12,79,0,103,79,125,88.79,68.1,107.76,Truper,97.41,113,46181500,Ropa de seguridad,P071,Guantes,0.136,905.153
14241,GU-535,"Guantes de carnaza, cortos, unitalla, TRUPER",MM00,6,48,165,Par,7.50121E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,46181500,Ropa de seguridad,P071,Guantes,0.213,1013.299
14242,GU-525,"Guantes de carnaza, largos, unitalla, TRUPER",MM00,6,48,175,Par,7.50121E+12,110,0,145,110,175,125,94.83,150.86,Truper,137.07,159,46181500,Ropa de seguridad,P071,Guantes,0.27,1342.752
14244,GU-265,"Guantes de carnaza y loneta, uso ligero, unitalla, TRUPER",MM00,6,48,95,Par,7.50121E+12,60,0,78,60,95,67.24,51.72,81.9,Truper,74.14,86,46181500,Ropa de seguridad,P071,Guantes,0.137,800.683
14245,GU-235,"Guantes de carnaza y loneta, unitalla, TRUPER",MM00,6,48,135,Par,7.50121E+12,85,0,110,85,135,94.83,73.28,116.38,Truper,103.45,120,46181500,Ropa de seguridad,P071,Guantes,0.23,1106.325
14246,GU-215,"Guantes de carnaza y loneta, con refuerzo, unitalla, TRUPER",MM00,6,48,149,Par,7.50121E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,46181500,Ropa de seguridad,P071,Guantes,0.265,1222.394
14250,MAS,"Cubrebocas tipo concha por pieza en caja de 50 pz, Truper",MM00,50,1000,4.7,Set,7.50121E+12,3,0,3.9,3,4.7,3.36,2.59,4.05,Truper,3.71,4.3,31162800,Ferretería en general,P223,Protección respiratoria,0.004,46.665
14252,LEN-ST,"Lentes de seguridad transparentes, Truper Safe",MM00,12,300,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181811,Lentes protectores,P222,Goggles y lentes,0.04,560.659
14253,LEN-SN,"Lentes de seguridad grises, Truper Safe",MM00,12,300,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181811,Lentes protectores,P222,Goggles y lentes,0.04,572.645
14254,LEN-SA,"Lentes de seguridad ámbar, Truper Safe",MM00,12,300,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,30.17,35,46181811,Lentes protectores,P222,Goggles y lentes,0.04,556.05
14257,OAJ,"Orejera ajustable, Truper",MM00,4,16,199,Pieza,7.50121E+12,129,0,169,129,199,145.69,111.21,171.55,Truper,159.48,185,46181900,Protectores auditivos,P722,Protección auditiva,0.18,3015.375
14262,GU-312,"Guantes de látex para limpieza, M, TRUPER",MM00,6,72,39,Par,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181500,Ropa de seguridad,P071,Guantes,0.066,221.718
14263,GU-313,"Guantes de látex para limpieza, G, TRUPER",MM00,6,72,39,Par,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181500,Ropa de seguridad,P071,Guantes,0.07,227.978
14266,GU-352,"Guantes de látex para pintor, M, TRUPER",MM00,6,72,62,Par,7.50121E+12,39,0,50,39,62,43.1,33.62,53.45,Truper,48.28,56,46181500,Ropa de seguridad,P071,Guantes,0.111,433.191
14267,GU-353,"Guantes de látex para pintor, G, TRUPER",MM00,6,72,62,Par,7.50121E+12,39,0,50,39,62,43.1,33.62,53.45,Truper,48.28,56,46181500,Ropa de seguridad,P071,Guantes,0.14,463.26
14268,GU-322,"Guantes de látex industriales, M, TRUPER",MM00,6,36,165,Par,7.50121E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,46181500,Ropa de seguridad,P071,Guantes,0.311,734.4
14269,GU-323,"Guantes de látex industriales, G, TRUPER",MM00,6,36,165,Par,7.50121E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,46181500,Ropa de seguridad,P071,Guantes,0.275,758.52
14278,CRI-C-TR,Lente transparente para caretas abatibles TRUPER y PRETUL,MM00,20,240,20,Pieza,7.50121E+12,12,0,17,12,20,14.66,10.34,17.24,Truper,15.95,18.5,46181711,Casco de soldadura,P562,"Caretas, gafas y protectores",0.015,39.6
14280,CRI-GTR,"Lentes de repuesto transparentes para GASO, TRUPER",MM00,20,240,25,Pieza,7.50121E+12,15,0,21,15,25,18.1,12.93,21.55,Truper,19.83,23,46181711,Casco de soldadura,P562,"Caretas, gafas y protectores",0.005,24.833
14282,GASO,"Gafas p/soldar c/4 válvulas de ventilación, sombra 6, TRUPER",MM00,6,36,135,Pieza,7.50121E+12,85,0,110,85,135,94.83,73.28,116.38,Truper,103.45,120,46181711,Casco de soldadura,P562,"Caretas, gafas y protectores",0.14,1626.52
14284,LEN-2000,"Lentes de seguridad ajustables transparentes, Truper Classic",MM00,12,36,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181811,Lentes protectores,P222,Goggles y lentes,0.034,539.696
14289,GU-715,"Guantes de carnaza para electricista, TRUPER",MM00,6,48,125,Par,7.50121E+12,79,0,103,79,125,88.79,68.1,107.76,Truper,97.41,113,46181500,Ropa de seguridad,P071,Guantes,0.2,872.92
14293,LEN-LT,"Lentes de seguridad transparentes, Truper Ultralite",MM00,6,300,39,Pieza,7.50121E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,46181811,Lentes protectores,P222,Goggles y lentes,0.03,526.385
14301,LEDE-ST,"Lentes de seguridad transparentes, Truper Vision",MM00,6,300,70,Pieza,7.50121E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,46181811,Lentes protectores,P222,Goggles y lentes,0.03,440.329
14302,LEDE-SN,"Lentes de seguridad grises, Truper Vision",MM00,6,300,70,Pieza,7.50121E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,46181811,Lentes protectores,P222,Goggles y lentes,0.03,425.967
14303,LEDE-SZ,"Lentes de seguridad azules, Truper Vision",MM00,6,300,70,Pieza,7.50121E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,46181811,Lentes protectores,P222,Goggles y lentes,0.03,434.005
14304,LEDE-SA,"Lentes de seguridad ámbar, Truper Vision",MM00,6,300,70,Pieza,7.50121E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,46181811,Lentes protectores,P222,Goggles y lentes,0.03,411.328
14305,LEDE-S5,"Lentes de seguridad verdes, Truper Vision",MM00,6,300,70,Pieza,7.50121E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,46181811,Lentes protectores,P222,Goggles y lentes,0.03,419.748
14306,COR-LS,"Cordón para lentes de seguridad, ajustable, Truper",MM00,12,144,24,Pieza,7.50121E+12,15,0,20,15,24,17.24,12.93,20.69,Truper,18.97,22,46181811,Lentes protectores,P222,Goggles y lentes,0.01,106.471
14308,LESO-TR,"Sobrelentes de seguridad transparentes, Truper Safe",MM00,6,36,62,Pieza,7.50121E+12,39,0,50,39,62,43.1,33.62,53.45,Truper,48.28,56,46181811,Lentes protectores,P222,Goggles y lentes,0.04,705.596
14318,AC-PF,"Adaptador de protector facial para casco, Truper",MM00,5,20,109,Pieza,7.50624E+12,69,0,90,69,109,77.59,59.48,93.97,Truper,84.48,98,46181700,Protectores de cara y cabeza,P221,Protectores faciales,0.126,1893.12
14319,BAV-95,"Broca HSS 9.5 mm Trugold para metal, Truper Expert",MM00,5,50,117,Pieza,7.50624E+12,75,0,97,75,117,83.62,64.66,100.86,Expert,92.24,107,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.052,49.392
14321,BAV-100,"Broca HSS 10.0 mm Trugold para metal, Truper Expert",MM00,5,50,139,Pieza,7.50624E+12,89,0,115,89,139,99.14,76.72,119.83,Expert,109.48,127,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.06,59.882
14324,EM-22A,"Escoba metálica p/jardín curva,22 dientes redondos,mango 48'",MM00,6,0,165,Pieza,7.50121E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,27112027,Escoba de jardín,P403,Escobas para jardín nacionales,0.866,2118.76
14327,BAV-105,"Broca HSS 10.5 mm Trugold para metal, Truper Expert",MM00,5,50,155,Pieza,7.50624E+12,99,0,129,99,155,111.21,85.34,133.62,Expert,122.41,142,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.064,60.118
14329,BAV-110,"Broca HSS 11.0 mm Trugold para metal, Truper Expert",MM00,5,50,187,Pieza,7.50624E+12,119,0,155,119,187,133.62,102.59,161.21,Expert,145.69,169,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.072,68.49
14331,BAV-115,"Broca HSS 11.5 mm Trugold para metal, Truper Expert",MM00,5,50,205,Pieza,7.50624E+12,129,0,167,129,205,143.97,111.21,176.72,Expert,159.48,185,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.076,68.831
14333,BAV-120,"Broca HSS 12.0 mm Trugold para metal, Truper Expert",MM00,5,50,219,Pieza,7.50624E+12,139,0,179,139,219,154.31,119.83,188.79,Expert,171.55,199,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.088,69.861
14335,BAV-125,"Broca HSS 12.5 mm Trugold para metal, Truper Expert",MM00,5,50,235,Pieza,7.50624E+12,149,0,195,149,235,168.1,128.45,202.59,Expert,185.34,215,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.096,68.083
14337,BAV-130,"Broca HSS 13.0 mm Trugold para metal, Truper Expert",MM00,5,50,249,Pieza,7.50624E+12,159,0,205,159,249,176.72,137.07,214.66,Expert,193.97,225,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.1,67.475
14338,FRUT,"Recolector de fruta, sin mango, Truper",MM00,6,0,229,Pieza,7.50121E+12,145,0,189,145,229,162.93,125,197.41,Truper,180.17,209,27112047,Cortador de ramas altas,P782,Tijeras a dos manos y cortadores de ramas altas,0.344,4637.291
14341,D-852-1/2X,"Dado de 1/2' para tarrajas T-852X, Truper Expert",MM00,1,8,2250,Pieza,7.50624E+12,1550,0,1855,1550,2250,1599.14,1336.21,1939.66,Expert,1767.24,2050,27112806,Machos de roscado,P093,Machuelos y tarrajas,2.02,1348.848
14350,SOT-100,"Soldadora arco eléctrico, corriente alterna 90 A, Truper",MM0,1,0,3525,Pieza,7.50121E+12,2650,1,2915,2650,3525,2512.93,2284.48,3038.79,Truper,2754.31,3195,23271400,Máquinas soldadoras,P188,Máquinas de soldar,16.08,36456
14355,SOT-250A,"Soldadora de arco eléctrico, corriente alterna 210 A, Truper",MM0,1,0,4725,Pieza,7.50121E+12,3550,1,3895,3550,4725,3357.76,3060.34,4073.28,Truper,3702.59,4295,23271400,Máquinas soldadoras,P188,Máquinas de soldar,26.54,56308.896
14358,SOT-145G,"Soldadora a gasolina 145 A con generador, Truper",MM0,1,0,43500,Pieza,7.50624E+12,32500,0,35500,32500,43500,30603.45,28017.24,37500,Truper,34051.72,39500,23271400,Máquinas soldadoras,P188,Máquinas de soldar,135,371184
14359,GEN-100X,"Generador portátil 10 kW motor a gasolina, TRUPER",MM1,1,0,83500,Pieza,7.50624E+12,62500,0,68500,62500,83500,59051.72,53879.31,71982.76,Truper,65086.21,75500,26111600,Generadores de potencia,P286,Generadores,142,440461.8
14368,CAB-300X,"Cables con pinza a tierra para SOT-300/250X, TRUPER",MM00,1,6,2105,Pieza,7.50121E+12,1450,0,1750,1450,2105,1508.62,1250,1814.66,Truper,1650.86,1915,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil",P228,Accesorios para soldar,3.6,9708.712
14369,ECT-6,"Escuadra 7' de combinación con punzón para marcar, Truper",MM00,6,36,139,Pieza,7.50121E+12,89,0,115,89,139,99.14,76.72,119.83,Truper,109.48,127,27111803,Escuadras,P058,Escuadras,0.154,458.326
14379,D-852-3/4X,"Dado de 3/4' para tarrajas T-852X, Truper Expert",MM00,1,8,2250,Pieza,7.50624E+12,1550,0,1855,1550,2250,1599.14,1336.21,1939.66,Expert,1767.24,2050,27112806,Machos de roscado,P093,Machuelos y tarrajas,2.075,1265.625
14382,EFT-8,Escuadra falsa d/acero inoxidable 19cm / 6' con mango de ABS,MM00,5,30,117,Pieza,7.50121E+12,75,0,97,75,117,83.62,64.66,100.86,Truper,92.24,107,27111803,Escuadras,P058,Escuadras,0.124,724.561
14384,E-16X24,"Escuadra 16'x24' de acero para cantero, Truper",MM00,6,36,215,Pieza,7.50121E+12,149,0,179,149,215,154.31,128.45,185.34,Truper,168.1,195,27111803,Escuadras,P058,Escuadras,0.815,815.437
14386,E-8X12,"Escuadra 8'x12' de acero para cantero, Truper",MM00,5,30,85,Pieza,7.50121E+12,59,0,70,59,85,60.34,50.86,73.28,Truper,66.38,77,27111803,Escuadras,P058,Escuadras,0.289,303.818
14388,CALDI-6MP,"Calibrador vernier digital 6', acero inox, std y mm, TRUPER",MM00,2,10,745,Pieza,7.50121E+12,475,0,615,475,745,530.17,409.48,642.24,Truper,581.9,675,27111800,Herramientas de medida y bocetaje,P771,Verniers y calibradores,0.435,2423.2
14391,D-852-1X,"Dado de 1' para tarrajas T-852X, Truper Expert",MM00,1,8,2395,Pieza,7.50624E+12,1650,0,1975,1650,2395,1702.59,1422.41,2064.66,Expert,1875,2175,27112806,Machos de roscado,P093,Machuelos y tarrajas,2.188,1352.636
14394,CAL-6MP,"Calibrador vernier analógico 6', acero inox, std y mm,TRUPER",MM00,2,10,585,Pieza,7.50121E+12,375,0,485,375,585,418.1,323.28,504.31,Truper,461.21,535,27111800,Herramientas de medida y bocetaje,P771,Verniers y calibradores,0.329,3030.406
14398,CAL-R,"Calibrador redondo para bujías, Truper",MM00,6,36,31,Pieza,7.50121E+12,20,0,26,20,31,22.41,17.24,26.72,Truper,25,29,41111621,Calibradores,P771,Verniers y calibradores,0.03,174.064
14413,IMPER-S,"Gabardina impermeable doble capa, talla CH, Truper",MM00,5,20,279,Pieza,7.50121E+12,179,0,235,179,279,202.59,154.31,240.52,Truper,219.83,255,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.035,2511.785
14415,IMPER-L,"Gabardina impermeable doble capa, talla G, Truper",MM00,5,20,279,Pieza,7.50121E+12,179,0,235,179,279,202.59,154.31,240.52,Truper,219.83,255,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.093,2478.112
14416,IMPER-XL,"Gabardina impermeable doble capa, talla XG, Truper",MM00,5,20,279,Pieza,7.50121E+12,179,0,235,179,279,202.59,154.31,240.52,Truper,219.83,255,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.077,2521.52
14417,TRA-PRO-S,"Conjunto impermeable doble capa, talla CH, Truper",MM00,5,20,385,Pieza,7.50121E+12,245,0,319,245,385,275,211.21,331.9,Truper,297.41,345,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.464,3415.612
14419,TRA-PRO-L,"Conjunto impermeable doble capa, talla G, Truper",MM00,5,20,385,Pieza,7.50121E+12,245,0,319,245,385,275,211.21,331.9,Truper,297.41,345,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.54,3131.7
14420,TRA-PRO-XL,"Conjunto impermeable doble capa, talla XG, Truper",MM00,5,20,385,Pieza,7.50121E+12,245,0,319,245,385,275,211.21,331.9,Truper,297.41,345,46181500,Ropa de seguridad,P448,Impermeables y ponchos,1.654,3359.16
14421,OVERD-L,"Overol desechable, talla G, Truper",MM00,5,25,187,Pieza,7.50121E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,46181503,Overoles de protección,P687,Overoles,0.201,1980.742
14422,OVERD-XL,"Overol desechable, talla XG, Truper",MM00,5,25,187,Pieza,7.50121E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,46181503,Overoles de protección,P687,Overoles,0.208,2011.215
14427,MAS-PLE,"Respirador plegable N95, para polvos y partículas, Truper",MM00,10,200,19,Pieza,7.50121E+12,12,0,15.5,12,19,13.36,10.34,16.38,Truper,14.66,17,46182002,Respiradores,P223,Protección respiratoria,0.006,139.64
14431,ARN-5434,"Arnés de pecho con 1 anillo, Truper",MM00,2,12,365,Pieza,7.50121E+12,235,0,305,235,365,262.93,202.59,314.66,Truper,288.79,335,46182306,Arneses o cinturones de seguridad,P213,Arneses y cables de protección,0.616,4986.618
14432,ARN-5435,"Arnés de cuerpo completo con 1 anillo, ANSI, Truper",MM00,2,12,665,Pieza,7.50121E+12,425,0,555,425,665,478.45,366.38,573.28,Truper,530.17,615,46182306,Arneses o cinturones de seguridad,P213,Arneses y cables de protección,1.205,7999.398
14433,ARN-5437,"Arnés de cuerpo completo con 3 anillos, ANSI, Truper",MM00,2,12,765,Pieza,7.50121E+12,485,0,625,485,765,538.79,418.1,659.48,Truper,599.14,695,46182306,Arneses o cinturones de seguridad,P213,Arneses y cables de protección,1.366,8080.614
14434,ARN-5438,"Arnés de cuerpo completo con 5 anillos, ANSI, Truper",MM00,2,12,825,Pieza,7.50121E+12,525,0,685,525,825,590.52,452.59,711.21,Truper,642.24,745,46182306,Arneses o cinturones de seguridad,P213,Arneses y cables de protección,1.535,8074.19
14439,ARN-5436,"Arnés de cuerpo completo 3 anillos, laterales, ANSI, Truper",MM00,2,12,725,Pieza,7.50121E+12,465,0,595,465,725,512.93,400.86,625,Truper,573.28,665,46182306,Arneses o cinturones de seguridad,P213,Arneses y cables de protección,1.361,7977.986
14440,ET-1R,"Espátula rígida 1' con mango de madera, Truper",MM00,6,96,59,Pieza,7.50121E+12,38,0,49,38,59,42.24,32.76,50.86,Truper,47.41,55,27111909,Espátulas,P059,Espátulas,0.085,305.613
14441,ET-2R,"Espátula rígida 2' con mango de madera, Truper",MM00,6,96,65,Pieza,7.50121E+12,42,0,55,42,65,47.41,36.21,56.03,Truper,50.86,59,27111909,Espátulas,P059,Espátulas,0.085,310.88
14442,ET-3R,"Espátula rígida 3' con mango de madera, Truper",MM00,6,96,77,Pieza,7.50121E+12,49,0,64,49,77,55.17,42.24,66.38,Truper,59.48,69,27111909,Espátulas,P059,Espátulas,0.123,308.348
14443,ET-2P,"Espátula plástica de 2', Truper",MM00,6,180,12,Pieza,7.50121E+12,7,0,10,7,12,8.62,6.03,10.34,Truper,9.48,11,27111909,Espátulas,P059,Espátulas,0.02,113.457
14444,ET-3P,"Espátula plástica de 3', Truper",MM00,6,180,13.5,Pieza,7.50121E+12,8,0,11,8,13.5,9.48,6.9,11.64,Truper,10.78,12.5,27111909,Espátulas,P059,Espátulas,0.02,153.989
14445,ET-4P,"Espátula plástica de 4', Truper",MM00,6,180,15,Pieza,7.50121E+12,9,0,12.5,9,15,10.78,7.76,12.93,Truper,12.07,14,27111909,Espátulas,P059,Espátulas,0.025,196.337
14446,CAB-5430-18,Línea de vida 1.8 m cinta políéster con absorbedor impacto,MM00,2,12,665,Pieza,7.50121E+12,425,0,555,425,665,478.45,366.38,573.28,Truper,530.17,615,31152000,Cable de seguridad,P213,Arneses y cables de protección,0.84,6205.875
